caseid,1,2,3,4,5
2991315,partnered,partnered,,,
2992381,married,married,married,married,married
2995451,married,married,married,married,married
2997563,partnered,partnered,partnered,partnered,partnered
3000751,married,married,married,married,married
3004285,partnered,partnered,,,
3005451,married,,married,married,married
3006481,married,married,married,married,married
3007443,partnered,partnered,partnered,,
3008511,married,married,,married,married
3009346,partnered,partnered,partnered,partnered,partnered
3010291,married,married,,married,married
3013891,married,,married,married,married
3014445,partnered,partnered,partnered,partnered,partnered
3016311,married,married,married,married,married
3021321,married,married,married,married,married
3022245,partnered,partnered,,partnered,partnered
3023281,married,married,married,married,married
3024391,married,married,,married,married
3025406,partnered,partnered,partnered,partnered,partnered
3026461,married,married,married,married,married
3027506,partnered,partnered,partnered,partnered,partnered
3028411,married,married,married,married,married
3030281,married,,married,married,married
3031421,married,married,married,married,married
3035195,partnered,partnered,,,
3037375,married,married,,married,married
3038731,married,married,married,married,married
3039731,married,married,married,married,married
3041271,married,married,married,married,married
3042661,married,married,married,married,married
3043445,partnered,,,partnered,partnered
3044225,partnered,partnered,,,
3046291,married,married,,married,married
3047205,partnered,partnered,partnered,,
3048341,married,married,married,married,married
3049611,married,married,married,married,married
3050761,married,married,married,married,married
3052421,married,married,,married,married
3055331,married,married,married,married,married
3056401,married,married,,married,married
3060291,married,married,married,married,married
3062505,partnered,partnered,,,
3063561,married,married,married,married,married
3064321,married,married,married,married,married
3066491,married,married,married,married,married
3068681,married,married,married,married,married
3069521,married,married,married,married,married
3070361,married,married,married,married,married
3072336,partnered,partnered,partnered,partnered,partnered
3073301,married,married,,married,married
3076341,married,married,,married,married
3077584,married,married,,,
3079225,partnered,,,partnered,partnered
3081821,married,married,,married,married
3084662,married,married,,,
3085491,married,married,married,,
3089355,partnered,partnered,partnered,partnered,partnered
3090271,married,married,married,married,married
3091591,married,married,,married,married
3092431,married,married,married,married,married
3095381,married,,married,married,married
3097321,married,married,married,married,married
3098574,married,married,married,married,married
3099405,partnered,partnered,partnered,,
3100236,partnered,partnered,,,
3101251,married,married,,married,married
3102591,married,married,married,married,married
3105381,married,married,married,married,married
3107281,married,married,married,married,married
3111281,married,married,married,married,married
3112501,married,married,,married,married
3113531,married,married,,married,married
3115366,partnered,partnered,,partnered,married
3116381,married,married,married,married,married
3117445,partnered,partnered,partnered,partnered,partnered
3119215,partnered,partnered,partnered,partnered,partnered
3121421,married,married,married,married,married
3124406,partnered,partnered,,,
3126421,married,married,married,married,married
3127401,married,married,married,married,married
3130391,married,married,,married,married
3131481,married,married,married,married,married
3132476,partnered,partnered,partnered,partnered,partnered
3133366,partnered,partnered,partnered,partnered,married
3134461,married,married,,married,married
3136526,partnered,,partnered,partnered,partnered
3137621,married,married,married,married,married
3140275,partnered,partnered,married,married,married
3141525,partnered,partnered,partnered,partnered,partnered
3144606,married,married,married,married,married
3145421,married,married,married,married,married
3146671,married,married,married,married,married
3148455,partnered,partnered,,partnered,partnered
3149823,partnered,partnered,partnered,married,married
3150431,married,married,married,married,married
3151641,married,married,married,married,married
3152471,married,married,married,married,married
3155321,married,married,,married,married
3157321,married,married,married,married,married
3158551,married,married,married,married,married
3159331,married,married,,married,married
3160406,partnered,,partnered,partnered,partnered
3161361,married,married,married,married,married
3162441,married,married,married,married,married
3164325,partnered,partnered,partnered,partnered,partnered
3167563,partnered,partnered,partnered,,
3168236,partnered,partnered,,,
3169695,partnered,partnered,,,
3170471,married,married,married,married,married
3172341,married,married,married,married,married
3173761,married,married,,,
3175641,married,married,married,married,married
3176561,married,married,married,married,married
3178671,married,married,,married,married
3179681,married,married,married,married,married
3180591,married,married,,married,married
3181623,partnered,partnered,,partnered,partnered
3184401,married,married,married,married,married
3186481,married,married,married,married,married
3190285,partnered,partnered,partnered,partnered,partnered
3194231,married,married,married,married,married
3198566,partnered,partnered,partnered,partnered,partnered
3201581,married,married,married,married,married
3202821,married,married,married,married,married
3207281,married,married,married,married,married
3209205,partnered,partnered,partnered,partnered,partnered
3210466,partnered,partnered,partnered,partnered,partnered
3211225,partnered,,partnered,,
3212361,married,married,,married,married
3223501,married,married,,married,married
3225411,married,married,married,married,married
3226271,married,married,married,married,married
3227752,partnered,partnered,partnered,partnered,partnered
3229381,married,married,,married,married
3230225,partnered,partnered,,,
3231331,married,married,married,married,married
3234391,married,married,married,married,married
3235281,married,married,,married,married
3237261,married,married,married,married,married
3238445,partnered,partnered,partnered,partnered,married
3241291,married,married,married,married,married
3244431,married,married,married,married,married
3245543,partnered,partnered,,partnered,partnered
3246381,married,married,married,married,married
3250561,married,married,married,married,married
3251692,partnered,partnered,,,
3253415,partnered,partnered,,,
3255515,partnered,,partnered,partnered,partnered
3259601,married,married,married,married,married
3261401,married,married,,married,married
3262471,married,married,married,married,married
3266586,married,married,married,married,married
3267411,married,,married,married,married
3268461,married,married,married,married,married
3269401,married,married,,married,married
3271461,married,married,married,married,married
3272545,partnered,partnered,,partnered,partnered
3273445,partnered,partnered,partnered,partnered,married
3275291,married,married,married,married,married
3276561,married,married,married,married,married
3277771,married,married,married,married,married
3280562,partnered,partnered,,,
3281506,partnered,partnered,,partnered,partnered
3284593,married,married,married,married,married
3285411,married,married,,married,married
3286396,married,married,married,married,married
3287256,married,married,married,married,married
3289441,married,married,married,married,married
3291591,married,married,married,married,married
3300751,married,married,married,married,married
3301411,married,married,married,married,married
3303271,married,married,married,married,married
3304235,partnered,partnered,,,
3306371,married,married,married,married,married
3308311,married,married,married,married,married
3309481,married,married,,married,married
3310241,married,married,married,married,married
3312261,married,married,married,married,married
3314235,partnered,partnered,partnered,partnered,married
3315411,married,married,married,married,married
3321401,married,married,,married,married
3322441,married,married,married,married,married
3324701,married,married,married,married,married
3327431,married,,married,married,married
3328441,married,,,married,married
3329285,partnered,partnered,partnered,partnered,partnered
3332271,married,,,married,married
3333215,partnered,partnered,,,
3335321,married,married,married,married,married
3336706,partnered,partnered,partnered,partnered,partnered
3338241,married,married,married,married,married
3339456,partnered,partnered,partnered,partnered,partnered
3344521,married,,married,married,married
3348643,partnered,partnered,,partnered,partnered
3351401,married,married,married,married,married
3354341,married,married,married,married,married
3355301,married,married,married,married,married
3356271,married,married,married,married,married
3357661,married,married,married,married,married
3358441,married,married,married,married,married
3359801,married,married,married,married,married
3362591,married,married,,married,married
3363561,married,,,married,married
3365741,married,married,,married,married
3366306,married,married,married,married,married
3367605,partnered,,,partnered,partnered
3373441,married,married,married,married,married
3374456,partnered,partnered,partnered,partnered,partnered
3378341,married,married,married,married,married
3380321,married,married,married,married,married
3382804,partnered,partnered,,partnered,partnered
3383301,married,married,married,married,married
3384581,married,married,married,married,married
3385711,married,married,,married,married
3389606,married,married,married,married,married
3390511,married,married,married,married,married
3391295,partnered,partnered,,,
3392501,married,married,married,married,married
3395401,married,,married,,
3396426,partnered,partnered,partnered,partnered,partnered
3397265,married,married,married,married,married
3399561,married,married,married,married,married
3401521,married,married,married,married,married
3404321,married,,married,married,married
3406281,married,married,married,married,married
3407281,married,married,married,married,married
3408205,partnered,partnered,partnered,,
3409311,married,married,married,married,married
3410265,married,married,,,
3411281,married,married,married,married,married
3413541,married,married,married,married,married
3414471,married,married,,married,married
3415791,married,married,,married,married
3416225,partnered,partnered,,partnered,partnered
3419225,partnered,partnered,,,
3420501,married,married,married,married,married
3424583,partnered,partnered,partnered,partnered,partnered
3425351,married,married,married,married,married
3427495,partnered,partnered,partnered,partnered,partnered
3429421,married,married,married,married,married
3431211,married,married,married,married,married
3432215,partnered,partnered,,partnered,partnered
3434741,married,married,married,married,married
3435511,married,married,,married,married
3436321,married,married,married,married,married
3439471,married,married,married,married,married
3443611,married,married,,married,married
3444456,partnered,partnered,partnered,partnered,partnered
3446513,partnered,partnered,,,
3450311,married,married,,married,married
3453341,married,married,married,married,married
3458581,married,married,,married,married
3460195,partnered,,partnered,partnered,partnered
3461275,partnered,partnered,,partnered,partnered
3462371,married,,,married,married
3464376,married,married,married,married,married
3468741,married,married,married,married,married
3469346,married,married,married,,
3472321,married,married,,married,married
3476445,partnered,partnered,,,
3477401,married,,,married,married
3478535,married,married,married,married,married
3479321,married,married,married,married,married
3480226,partnered,partnered,married,,married
3483611,married,married,,married,married
3484361,married,,married,married,married
3485543,partnered,partnered,partnered,married,married
3486341,married,married,married,married,married
3487661,married,married,,married,married
3488485,partnered,partnered,partnered,,
3490381,married,married,,married,married
3491361,married,married,married,married,married
3492545,partnered,partnered,partnered,partnered,partnered
3494271,married,,married,married,married
3496531,married,married,married,married,married
3497476,partnered,partnered,partnered,partnered,partnered
3498401,married,married,married,married,married
3500381,married,married,married,married,married
3508351,married,married,married,married,married
3511271,married,married,,married,married
3513671,married,married,married,,
3515561,married,married,married,married,married
3517255,partnered,partnered,,,
3518553,married,married,,,
3520375,partnered,partnered,,,
3521541,married,married,married,married,married
3524281,married,married,married,married,married
3526335,partnered,partnered,,,
3528551,married,married,married,married,married
3532465,partnered,partnered,,partnered,partnered
3535676,partnered,partnered,partnered,partnered,married
3536365,partnered,partnered,,,
3540311,married,married,married,married,married
3541521,married,married,married,married,married
3543225,partnered,partnered,,partnered,partnered
3547415,partnered,partnered,,,
3548505,partnered,partnered,,partnered,partnered
3549425,partnered,partnered,,,
3550861,married,married,,married,married
3551483,partnered,partnered,partnered,partnered,partnered
3552321,married,married,married,married,married
3554671,married,married,married,married,married
3555205,partnered,partnered,,,
3557522,partnered,partnered,partnered,partnered,partnered
3559361,married,married,married,married,married
3561443,partnered,partnered,partnered,partnered,partnered
3563881,married,married,,married,married
3564591,married,married,married,married,married
3565245,partnered,partnered,partnered,married,married
3566493,partnered,partnered,partnered,partnered,partnered
3569311,married,married,,married,married
3571246,married,,married,,
3576651,married,married,married,married,married
3579571,married,married,,married,married
3582506,partnered,partnered,partnered,partnered,partnered
3584485,partnered,partnered,,,
3586365,partnered,partnered,,,
3588486,married,married,married,married,married
3592266,partnered,,partnered,,
3596326,married,married,,married,married
3598491,married,married,married,married,married
3599411,married,married,married,married,married
3600205,partnered,partnered,,partnered,partnered
3601366,partnered,partnered,partnered,partnered,partnered
3602451,married,married,married,married,married
3604311,married,married,married,married,married
3605511,married,married,married,married,married
3607516,partnered,partnered,partnered,partnered,partnered
3609351,married,married,married,married,married
3610311,married,married,married,married,married
3611361,married,married,married,married,married
3613386,married,married,married,married,married
3615423,partnered,partnered,partnered,partnered,married
3616701,married,married,married,married,married
3617411,married,,married,married,married
3618561,married,married,married,married,married
3619411,married,married,married,married,married
3622666,partnered,partnered,partnered,partnered,partnered
3623351,married,married,married,married,married
3625311,married,married,married,married,married
3626301,married,married,married,married,married
3628296,married,married,married,married,married
3632653,partnered,partnered,,,
3634581,married,married,married,married,married
3635255,partnered,partnered,partnered,,
3638371,partnered,partnered,partnered,,
3639315,partnered,,partnered,partnered,partnered
3644396,partnered,partnered,partnered,partnered,partnered
3645255,partnered,partnered,partnered,partnered,partnered
3647521,married,married,,married,married
3649511,married,married,married,married,married
3650431,married,married,married,married,married
3651501,married,married,married,,
3657561,married,married,married,married,married
3658711,married,married,,married,married
3659523,partnered,partnered,partnered,partnered,partnered
3660426,partnered,partnered,partnered,partnered,partnered
3661281,married,,married,,
3663613,partnered,partnered,partnered,partnered,partnered
3665205,partnered,partnered,partnered,,
3666235,partnered,partnered,,,
3673441,married,married,married,married,married
3674446,married,,married,married,married
3676534,partnered,partnered,,,
3678386,partnered,partnered,partnered,partnered,partnered
3679261,married,,,married,married
3682731,married,married,married,married,married
3683281,married,,,married,married
3684471,married,married,married,married,married
3686291,married,,,married,married
3688703,partnered,partnered,,partnered,partnered
3689341,married,married,married,married,married
3690466,partnered,partnered,partnered,partnered,partnered
3693711,married,married,,married,married
3695346,partnered,partnered,partnered,partnered,partnered
3700581,married,married,married,married,married
3701251,married,married,married,married,married
3702371,married,married,,married,married
3703801,married,married,married,married,married
3705411,married,married,married,married,married
3706401,married,married,married,married,married
3707656,partnered,partnered,partnered,partnered,partnered
3710375,partnered,partnered,,,
3711551,married,married,married,married,married
3715435,partnered,partnered,,,
3716301,married,,married,married,married
3718681,married,married,married,married,married
3719281,married,married,married,married,married
3720492,partnered,partnered,partnered,partnered,married
3724331,married,married,,married,married
3725655,partnered,partnered,,,
3727751,married,married,married,married,married
3732301,married,married,married,married,married
3733373,partnered,partnered,,,
3734661,married,married,married,married,married
3735326,partnered,partnered,partnered,partnered,partnered
3736501,married,married,married,married,married
3737521,married,married,married,married,married
3741436,partnered,partnered,partnered,partnered,partnered
3742576,partnered,partnered,married,married,married
3743291,married,married,,married,married
3744371,married,married,married,married,married
3745286,partnered,partnered,partnered,partnered,partnered
3747351,married,married,married,married,married
3749361,married,married,married,married,married
3752802,partnered,partnered,partnered,,
3757616,partnered,partnered,partnered,partnered,partnered
3760235,partnered,partnered,partnered,partnered,partnered
3761321,married,married,married,married,married
3763501,partnered,partnered,,,
3765215,partnered,partnered,,partnered,partnered
3766424,partnered,partnered,,partnered,partnered
3767711,married,married,married,married,married
3768361,married,married,married,married,married
3769215,partnered,partnered,partnered,partnered,partnered
3770411,married,married,married,married,married
3772281,married,married,married,married,married
3774591,married,married,married,married,married
3777631,married,married,,married,married
3778515,partnered,partnered,partnered,partnered,partnered
3779621,married,married,married,married,married
3782331,married,married,married,married,married
3787205,partnered,partnered,partnered,partnered,married
3788441,married,married,married,married,married
3789451,married,married,married,married,married
3792576,married,married,married,married,married
3793561,married,married,,married,married
3794566,married,married,married,married,married
3798621,married,married,married,married,married
3800361,married,married,,,
3802391,married,married,,married,married
3805265,partnered,partnered,partnered,partnered,married
3806531,married,married,,married,married
3808501,married,married,married,married,married
3809225,partnered,partnered,partnered,partnered,partnered
3810446,partnered,partnered,partnered,partnered,partnered
3820451,married,married,married,married,married
3823391,married,married,married,married,married
3825551,married,married,,married,married
3827291,married,married,married,married,married
3828261,married,married,married,married,married
3829381,married,married,married,married,married
3831396,partnered,,,partnered,partnered
3832225,partnered,partnered,partnered,,
3837235,partnered,partnered,partnered,partnered,partnered
3843271,married,married,married,married,married
3844421,married,married,married,married,married
3847441,married,married,married,married,married
3850206,partnered,partnered,partnered,,
3851371,married,married,married,married,married
3856361,married,married,married,married,married
3858635,partnered,partnered,partnered,partnered,partnered
3859842,married,married,,,
3862286,partnered,partnered,partnered,married,married
3865431,married,married,married,married,married
3866491,married,married,married,married,married
3869391,married,,married,married,married
3870246,partnered,partnered,,,
3871551,married,married,married,married,married
3872275,partnered,partnered,,,
3873291,married,married,married,married,married
3874515,partnered,partnered,partnered,partnered,partnered
3875581,married,married,,married,married
3880631,married,married,married,married,married
3882461,married,married,married,married,married
3884371,married,,married,married,married
3885693,partnered,,partnered,,
3886611,married,married,,,
3888595,partnered,partnered,,partnered,partnered
3891381,married,married,married,married,married
3892443,partnered,,partnered,partnered,partnered
3894295,partnered,partnered,partnered,partnered,partnered
3896594,partnered,partnered,married,,married
3897456,partnered,,partnered,partnered,partnered
3901781,married,married,,married,married
3903571,married,married,,married,married
3904375,partnered,,partnered,partnered,partnered
3906365,partnered,partnered,,,
3909431,married,married,,married,married
3912563,partnered,partnered,partnered,partnered,partnered
3913541,married,married,married,married,married
3915415,partnered,partnered,partnered,,
3916511,married,married,married,married,married
3917481,married,married,,married,married
3918383,partnered,partnered,partnered,partnered,partnered
3919306,partnered,partnered,partnered,partnered,partnered
3920521,married,married,married,married,married
3921501,married,,married,married,married
3923555,partnered,partnered,partnered,partnered,partnered
3924481,married,married,married,married,married
3925435,partnered,partnered,,,
3926361,partnered,,partnered,partnered,partnered
3928361,partnered,partnered,,partnered,partnered
3929554,married,married,married,married,married
3930426,married,married,married,married,married
3932306,married,married,,married,married
3933552,married,,married,married,married
3935335,partnered,partnered,,,
3937436,partnered,partnered,married,married,married
3941351,married,married,married,married,married
3945453,partnered,,,partnered,partnered
3946295,partnered,partnered,,,
3952431,married,,married,married,married
3954341,married,married,,married,married
3957226,partnered,partnered,,,
3958341,married,married,married,married,married
3959235,partnered,partnered,,,
3960301,married,married,,married,married
3965421,married,married,married,married,married
3971256,partnered,partnered,,partnered,partnered
3974261,married,married,married,married,married
3975505,partnered,,partnered,,
3976383,partnered,partnered,partnered,,
3977691,married,married,,married,married
3979235,partnered,partnered,partnered,,
3980413,partnered,,partnered,partnered,partnered
3981321,married,married,married,married,married
3982235,partnered,partnered,,,
3984371,married,married,married,married,married
3986455,partnered,,partnered,partnered,partnered
3987371,married,married,married,married,married
3990426,partnered,,partnered,,
3993486,partnered,,,partnered,partnered
3994301,married,married,married,married,married
3995436,partnered,partnered,partnered,partnered,partnered
3996271,married,,married,married,married
3997265,partnered,,partnered,,
3998541,married,married,married,married,married
3999403,partnered,partnered,,,
4000465,partnered,partnered,partnered,partnered,partnered
4001391,married,married,married,married,married
4005581,married,married,married,married,married
4006641,married,married,,married,married
4009326,partnered,partnered,partnered,partnered,partnered
4010416,partnered,partnered,partnered,partnered,partnered
4011225,partnered,partnered,married,married,married
4013336,partnered,partnered,partnered,partnered,partnered
4014721,married,married,,married,married
4020486,partnered,partnered,,partnered,partnered
4027356,partnered,partnered,,partnered,partnered
4028461,married,married,,married,married
4031246,partnered,,partnered,,
4032561,partnered,partnered,partnered,partnered,partnered
4037586,partnered,partnered,partnered,partnered,partnered
4040561,married,married,married,married,married
4041271,married,married,,married,married
4042195,partnered,,partnered,,
4043671,married,married,,,
4044591,married,married,married,married,married
4045235,partnered,partnered,,,
4047271,married,married,,married,married
4050291,married,married,married,married,married
4052346,partnered,partnered,,,
4054305,partnered,partnered,partnered,partnered,partnered
4055261,married,,,married,married
4056536,partnered,partnered,partnered,partnered,married
4057293,partnered,partnered,partnered,married,married
4061201,married,married,married,married,married
4064361,married,married,married,married,married
4065491,married,married,,married,married
4066436,partnered,,partnered,,
4067321,married,married,married,married,married
4069331,married,married,married,married,married
4071353,married,married,,,
4072283,partnered,partnered,partnered,partnered,partnered
4073291,married,married,married,married,married
4077433,partnered,partnered,,,
4078261,married,,married,married,married
4082563,partnered,partnered,partnered,partnered,partnered
4083471,married,married,married,married,married
4084391,married,married,married,married,married
4086476,partnered,partnered,,,
4087611,married,married,married,married,married
4088495,partnered,partnered,partnered,partnered,partnered
4089221,married,married,married,married,married
4090741,married,married,,married,married
4092313,partnered,partnered,,,
4093341,married,married,,married,married
4095225,partnered,partnered,partnered,married,married
4096646,married,married,married,married,married
4098234,married,married,,married,married
4103576,partnered,partnered,,,
4104711,married,married,married,married,married
4106215,partnered,partnered,married,married,married
4108271,married,married,married,married,married
4109271,married,married,,married,married
4110451,married,married,,married,married
4111331,married,,married,married,married
4114295,partnered,,partnered,,
4115421,married,married,married,married,married
4117371,married,married,married,married,married
4119623,partnered,,,partnered,partnered
4124276,married,married,married,married,married
4126631,married,married,married,married,married
4128391,married,married,married,married,married
4130581,married,married,,married,married
4131553,partnered,partnered,,,
4133451,married,married,married,married,married
4135235,partnered,partnered,,,
4137681,married,married,married,married,married
4138321,married,married,,married,married
4139266,partnered,partnered,partnered,partnered,partnered
4140291,married,,married,married,married
4141421,married,married,married,married,married
4142622,partnered,partnered,partnered,partnered,partnered
4143305,partnered,,partnered,partnered,partnered
4147263,partnered,partnered,partnered,,
4149281,married,married,married,married,married
4150351,married,married,married,married,married
4154401,partnered,partnered,,,
4156566,partnered,,,partnered,partnered
4158544,married,married,married,married,married
4161446,married,married,married,married,married
4164546,partnered,partnered,partnered,partnered,partnered
4165616,partnered,partnered,,partnered,partnered
4167361,married,married,married,married,married
4168555,partnered,partnered,partnered,partnered,partnered
4169431,married,married,married,married,married
4170295,partnered,partnered,,,
4171621,married,married,,,
4172215,partnered,partnered,,married,married
4174761,married,married,married,married,married
4175506,partnered,partnered,,,
4176275,partnered,partnered,partnered,,
4177791,married,married,,married,married
4178551,married,married,married,married,married
4180501,married,married,married,married,married
4181551,married,married,married,married,married
4182701,married,married,,married,married
4183235,partnered,partnered,partnered,married,married
4187491,married,married,married,married,married
4191521,married,married,married,married,married
4192621,married,married,married,married,married
4193661,married,married,married,married,married
4194511,married,married,,,
4195661,married,married,married,married,married
4197351,married,married,married,married,married
4199553,married,married,married,married,married
4202381,married,married,married,married,married
4203591,married,married,married,married,married
4204465,partnered,partnered,,,
4205251,married,married,married,married,married
4210581,married,married,married,married,married
4212411,married,married,married,married,married
4215471,married,married,,married,married
4216511,married,married,married,married,married
4218401,married,married,married,married,married
4219751,married,married,married,married,married
4220781,married,married,married,married,married
4221761,married,married,,,
4222515,partnered,partnered,,,
4224431,married,married,,married,married
4226275,partnered,,partnered,partnered,partnered
4227451,married,married,married,married,married
4228671,married,married,married,married,married
4229591,married,married,,,
4231311,married,married,married,married,married
4233321,married,married,married,married,married
4234601,married,married,married,married,married
4236251,married,married,,married,married
4237501,married,married,married,married,married
4239461,married,married,married,married,married
4240551,married,married,married,married,married
4241205,partnered,partnered,partnered,partnered,partnered
4242391,married,married,married,married,married
4244731,married,married,married,married,married
4245591,married,married,,married,married
4247671,married,married,married,married,married
4249751,married,married,married,married,married
4252251,married,married,married,married,married
4254681,married,married,married,married,married
4255651,married,married,married,married,married
4256503,partnered,partnered,partnered,,
4258275,partnered,partnered,,,
4259731,married,married,married,married,married
4260742,partnered,partnered,partnered,partnered,partnered
4261311,married,married,married,married,married
4262255,partnered,partnered,partnered,partnered,partnered
4263381,married,married,married,married,married
4265461,married,married,married,married,married
4267494,married,married,married,married,married
4270851,married,married,married,married,married
4271215,partnered,partnered,partnered,,
4273411,married,married,married,,
4274443,partnered,partnered,partnered,,
4275581,married,married,married,married,married
4277553,partnered,partnered,,,
4278431,married,married,married,married,married
4280781,married,married,married,married,married
4281244,partnered,partnered,partnered,married,married
4284351,married,married,married,married,married
4285395,partnered,partnered,,,
4287561,married,married,married,married,married
4288421,married,married,married,married,married
4289621,married,married,,married,married
4290441,married,married,married,married,married
4291361,married,married,,married,married
4293435,partnered,partnered,partnered,partnered,partnered
4295471,married,married,married,married,married
4297541,married,married,married,married,married
4299381,married,married,married,married,married
4300261,married,married,married,married,married
4302361,married,married,married,married,married
4305691,married,married,married,married,married
4306371,married,married,,married,married
4307423,partnered,partnered,partnered,partnered,partnered
4308551,married,married,married,married,married
4312325,partnered,partnered,partnered,partnered,partnered
4313491,married,married,married,married,married
4314411,married,married,married,married,married
4315281,married,married,,married,married
4316396,partnered,partnered,partnered,partnered,partnered
4317556,partnered,partnered,partnered,partnered,partnered
4318573,married,married,married,married,married
4319416,partnered,partnered,partnered,partnered,partnered
4320771,married,married,married,married,married
4321381,married,married,married,married,married
4322543,partnered,partnered,partnered,partnered,partnered
4324731,married,married,married,married,married
4325255,partnered,,partnered,partnered,partnered
4328571,married,married,married,,
4329541,married,married,married,married,married
4330621,married,married,married,married,married
4331731,married,married,married,married,married
4332581,married,married,married,married,married
4333481,married,married,married,married,married
4334513,partnered,partnered,partnered,partnered,partnered
4340431,married,married,,married,married
4343316,partnered,partnered,partnered,partnered,partnered
4344621,married,married,married,married,married
4346371,married,married,married,married,married
4349761,married,married,,married,married
4350661,married,married,married,married,married
4353411,married,married,married,married,married
4354641,married,married,married,married,married
4355611,married,married,married,married,married
4356205,partnered,partnered,partnered,partnered,partnered
4358431,married,,married,married,married
4359391,married,married,married,married,married
4360494,married,married,married,married,married
4361581,married,married,,married,married
4362533,partnered,partnered,partnered,partnered,partnered
4364852,partnered,,partnered,,
4365483,partnered,partnered,partnered,,
4366752,married,married,,,
4367541,married,married,married,married,married
4368281,married,married,married,married,married
4370581,married,married,married,married,married
4371446,partnered,partnered,partnered,married,married
4372371,married,married,married,married,married
4377571,married,married,married,married,married
4378411,married,married,married,,
4379691,married,married,,married,married
4381301,married,married,married,married,married
4382215,partnered,partnered,partnered,,
4384351,married,married,married,married,married
4386461,married,married,married,married,married
4387521,married,,married,married,married
4388561,married,married,,married,married
4390521,married,married,married,married,married
4394621,married,married,married,married,married
4395551,married,married,married,married,married
4398711,married,married,married,married,married
4399291,married,married,married,married,married
4401631,married,married,married,married,married
4402581,married,married,married,married,married
4403543,partnered,partnered,partnered,partnered,partnered
4405615,partnered,partnered,partnered,partnered,partnered
4406731,married,married,married,married,married
4408851,married,married,married,married,married
4409781,married,married,married,married,married
4411536,partnered,partnered,partnered,partnered,partnered
4412621,married,married,married,married,married
4413493,partnered,partnered,partnered,partnered,partnered
4414276,married,married,married,married,married
4420303,married,married,married,married,married
4423471,married,married,married,married,married
4425361,married,married,,married,married
4426401,married,married,married,married,married
4427246,partnered,partnered,partnered,partnered,partnered
4431503,married,married,married,married,married
4432576,partnered,partnered,,,
4434531,married,married,married,married,married
4435215,partnered,partnered,partnered,partnered,partnered
4436663,partnered,partnered,partnered,partnered,partnered
4438365,partnered,partnered,married,married,married
4441245,partnered,partnered,,partnered,partnered
4442531,married,married,married,married,married
4443431,married,married,married,married,married
4444421,partnered,partnered,,,
4445475,partnered,partnered,partnered,partnered,partnered
4446591,married,married,married,married,married
4448661,married,married,,married,married
4450326,partnered,partnered,partnered,partnered,partnered
4451663,partnered,partnered,,,
4454501,married,married,married,married,married
4455231,married,married,married,married,married
4458611,married,married,married,married,married
4459513,partnered,partnered,partnered,partnered,partnered
4461626,partnered,partnered,partnered,partnered,partnered
4463541,married,married,married,married,married
4464341,married,married,married,married,married
4466314,partnered,partnered,partnered,married,married
4467381,married,married,married,married,married
4468731,married,married,married,married,married
4469225,partnered,partnered,,,
4470571,married,married,married,married,married
4472726,partnered,partnered,partnered,partnered,partnered
4473641,married,married,married,married,married
4475235,partnered,partnered,partnered,partnered,married
4482311,married,married,,married,married
4483651,married,married,married,married,married
4484215,partnered,partnered,partnered,partnered,partnered
4486613,married,married,married,married,married
4488225,partnered,partnered,partnered,,
4489454,partnered,partnered,partnered,partnered,partnered
4490391,married,married,married,married,married
4491286,partnered,partnered,married,married,married
4493631,married,married,,married,married
4494331,married,married,married,married,married
4497666,partnered,partnered,partnered,partnered,partnered
4500533,married,married,married,married,married
4501611,married,married,,married,married
4507671,married,married,married,married,married
4508395,partnered,partnered,partnered,partnered,partnered
4509413,partnered,partnered,partnered,,
4511465,partnered,partnered,,partnered,partnered
4514371,married,married,married,married,married
4516421,married,married,married,married,married
4517611,married,married,married,married,married
4518554,married,married,married,married,married
4519351,married,married,married,married,married
4520291,married,married,married,married,married
4521281,married,married,,married,married
4523603,partnered,partnered,partnered,partnered,partnered
4524561,married,married,married,married,married
4525621,married,married,married,married,married
4526441,married,married,married,married,married
4528265,partnered,partnered,,,
4529391,married,married,married,married,married
4530271,married,married,married,married,married
4531301,married,married,married,married,married
4532215,partnered,partnered,partnered,partnered,partnered
4533583,partnered,partnered,,,
4535581,married,married,,married,married
4536841,married,married,,married,married
4537711,married,married,married,married,married
4540205,partnered,partnered,,,
4541251,married,married,married,married,married
4542311,married,married,married,married,married
4543451,married,married,married,married,married
4544235,partnered,partnered,,,
4546401,married,married,married,married,married
4548516,partnered,partnered,partnered,partnered,partnered
4551255,married,married,,married,married
4553431,married,married,married,married,married
4554371,married,married,married,married,married
4556543,partnered,partnered,partnered,,
4558443,partnered,partnered,partnered,partnered,partnered
4560291,married,married,married,married,married
4563631,married,married,married,married,married
4565321,married,married,married,married,married
4566501,married,,married,married,married
4571335,partnered,partnered,,,
4572586,partnered,partnered,partnered,partnered,partnered
4573611,married,married,married,married,married
4575421,married,married,married,married,married
4576481,married,married,married,married,married
4579466,married,,married,married,married
4581721,married,married,married,married,married
4582532,partnered,partnered,,partnered,partnered
4583501,married,married,married,married,married
4588291,married,married,married,married,married
4591396,partnered,partnered,,partnered,partnered
4592421,married,married,married,married,married
4593421,married,married,,married,married
4596491,married,married,married,married,married
4597381,married,married,married,married,married
4598275,partnered,partnered,,,
4599246,partnered,partnered,,,
4602424,married,married,married,married,married
4603581,married,married,married,married,married
4605321,married,married,married,married,married
4608683,partnered,partnered,,,
